consent_id,patient_id,nhs_number,consent_type,consent_given,recorded_date,recorded_by,consent_expiry_date,created_at,updated_at
8344cf46-079a-45cd-beb1-d06345535136,fab22935-9944-494a-94cf-12234cc5a295,629-319-7909,Research Use of Anonymized Data,False,2025-03-20,Naomi Hill,2027-03-20,2025-03-20 00:00:00,2025-03-20 00:00:00
28c5a94e-b72f-4cde-89c6-d02739970ecb,fab22935-9944-494a-94cf-12234cc5a295,629-319-7909,Contact for Clinical Trials,True,2024-12-09,Garry Watkins,2026-12-09,2024-12-09 00:00:00,2024-12-09 00:00:00
72bb7a47-48e9-41f0-a4ba-be4654b8f3c2,fab22935-9944-494a-94cf-12234cc5a295,629-319-7909,Receive Health Newsletters,False,2025-03-25,Tony Wilson-Rose,2027-03-25,2025-03-25 00:00:00,2025-03-25 00:00:00
4458d5b9-d23a-40b4-a83f-dd43da73fd2f,e584a838-b705-4fc0-8c30-9faf7a6d6fe0,780-755-9652,Data Processing for Medical Care,False,2025-01-20,Marcus Griffiths,2027-01-20,2025-01-20 00:00:00,2025-01-20 00:00:00
bfe9eb49-86e9-4cbe-9053-0c1d671df053,e584a838-b705-4fc0-8c30-9faf7a6d6fe0,780-755-9652,Share Data with Other NHS Trusts,False,2025-03-08,Dr Sam Gray,2027-03-08,2025-03-08 00:00:00,2025-03-08 00:00:00
af93d405-f6b8-4b00-aaa4-351e3383eb6f,e584a838-b705-4fc0-8c30-9faf7a6d6fe0,780-755-9652,Research Use of Anonymized Data,False,2024-05-14,Dr Francis Fisher,2026-05-14,2024-05-14 00:00:00,2024-05-14 00:00:00
de290700-4879-4304-a01b-2b7847ee5340,e584a838-b705-4fc0-8c30-9faf7a6d6fe0,780-755-9652,Contact for Clinical Trials,False,2024-06-09,Dorothy Taylor,2026-06-09,2024-06-09 00:00:00,2024-06-09 00:00:00
3bda8de7-13dc-4b26-9928-344caf06b822,e584a838-b705-4fc0-8c30-9faf7a6d6fe0,780-755-9652,Receive Health Newsletters,True,2024-08-05,Mr Howard Nolan,2026-08-05,2024-08-05 00:00:00,2024-08-05 00:00:00
24c93b99-b2de-4d45-bbc5-0cc811ec9281,517fa09f-562e-40db-9c24-2078c3b88ea9,781-152-3710,Data Processing for Medical Care,True,2024-06-19,Lewis Rowe,2026-06-19,2024-06-19 00:00:00,2024-06-19 00:00:00
ebc48730-6ecb-4b21-9303-929b9726e067,517fa09f-562e-40db-9c24-2078c3b88ea9,781-152-3710,Share Data with Other NHS Trusts,False,2024-10-12,Dr Stuart Hancock,2026-10-12,2024-10-12 00:00:00,2024-10-12 00:00:00
e3d87a61-7d2e-4fd3-9031-dcb65a172c42,517fa09f-562e-40db-9c24-2078c3b88ea9,781-152-3710,Research Use of Anonymized Data,True,2024-10-23,Louis Moore,2026-10-23,2024-10-23 00:00:00,2024-10-23 00:00:00
cfb5312f-4bca-4e77-8106-2291829cbd5d,517fa09f-562e-40db-9c24-2078c3b88ea9,781-152-3710,Contact for Clinical Trials,True,2024-07-05,Grace Harris,2026-07-05,2024-07-05 00:00:00,2024-07-05 00:00:00
87080d31-a59b-4bb6-abf9-8a53f6ca7cc3,517fa09f-562e-40db-9c24-2078c3b88ea9,781-152-3710,Receive Health Newsletters,True,2024-08-17,Mr Francis Shaw,2026-08-17,2024-08-17 00:00:00,2024-08-17 00:00:00
b380214a-859a-4f00-9978-db9b0aab95c5,879739e9-29bf-4a55-bc82-584d69216fda,645-419-1165,Data Processing for Medical Care,False,2025-02-16,Miss Abbie Wells,2027-02-16,2025-02-16 00:00:00,2025-02-16 00:00:00
368a337d-f371-4e8f-8368-5ccabcc2597f,879739e9-29bf-4a55-bc82-584d69216fda,645-419-1165,Share Data with Other NHS Trusts,True,2024-08-21,Mr Colin Elliott,2026-08-21,2024-08-21 00:00:00,2024-08-21 00:00:00
5813f6e1-c01a-4dbe-bb20-f62b2289ca0a,879739e9-29bf-4a55-bc82-584d69216fda,645-419-1165,Research Use of Anonymized Data,True,2025-01-08,Ms Amelia Burke,2027-01-08,2025-01-08 00:00:00,2025-01-08 00:00:00
cef8ba17-b886-4b83-9eec-bd1b4cea5762,879739e9-29bf-4a55-bc82-584d69216fda,645-419-1165,Contact for Clinical Trials,True,2024-06-01,Mr Lewis Edwards,2026-06-01,2024-06-01 00:00:00,2024-06-01 00:00:00
84f540b3-d0e2-44ae-bc30-ac57c9f8b9fa,879739e9-29bf-4a55-bc82-584d69216fda,645-419-1165,Receive Health Newsletters,False,2024-06-03,Edward Green,2026-06-03,2024-06-03 00:00:00,2024-06-03 00:00:00
2a97e728-7374-4441-b592-948b3fca92c4,f12f0313-312a-41a9-858a-b8552471ed8c,697-604-8154,Data Processing for Medical Care,True,2024-09-06,Stuart Ball,2026-09-06,2024-09-06 00:00:00,2024-09-06 00:00:00
e9f60026-7681-409a-9ab1-e7e33c5eacd9,f12f0313-312a-41a9-858a-b8552471ed8c,697-604-8154,Share Data with Other NHS Trusts,True,2024-08-24,Miss Emma Freeman,2026-08-24,2024-08-24 00:00:00,2024-08-24 00:00:00
9f943381-86b0-4e81-b2a3-657800909dae,f12f0313-312a-41a9-858a-b8552471ed8c,697-604-8154,Research Use of Anonymized Data,False,2024-07-10,Natasha Hughes,2026-07-10,2024-07-10 00:00:00,2024-07-10 00:00:00
10e6d7b7-1b86-4791-bd03-99162d3b42e8,f12f0313-312a-41a9-858a-b8552471ed8c,697-604-8154,Contact for Clinical Trials,False,2024-08-17,Mr John Little,2026-08-17,2024-08-17 00:00:00,2024-08-17 00:00:00
74c87166-39ba-4212-bab0-5d7976061280,f12f0313-312a-41a9-858a-b8552471ed8c,697-604-8154,Receive Health Newsletters,True,2024-06-18,Ashley Morrison,2026-06-18,2024-06-18 00:00:00,2024-06-18 00:00:00
97554e0d-c8e4-4152-b851-f0fb92d097a5,b848312f-6fc6-4205-823e-6b64db845e7d,535-257-4542,Data Processing for Medical Care,True,2024-10-01,Oliver Gibbons,2026-10-01,2024-10-01 00:00:00,2024-10-01 00:00:00
263c8342-801a-4168-a9ac-70e3ad22f720,b848312f-6fc6-4205-823e-6b64db845e7d,535-257-4542,Share Data with Other NHS Trusts,True,2024-08-18,Mohamed Whittaker,2026-08-18,2024-08-18 00:00:00,2024-08-18 00:00:00
2eee9565-6476-4db4-b41b-141a237e059f,b848312f-6fc6-4205-823e-6b64db845e7d,535-257-4542,Research Use of Anonymized Data,False,2024-05-19,Dr Gregory Bailey,2026-05-19,2024-05-19 00:00:00,2024-05-19 00:00:00
a42cffac-5313-43f6-bad6-8b5ebe5ef2e6,b848312f-6fc6-4205-823e-6b64db845e7d,535-257-4542,Contact for Clinical Trials,False,2024-12-15,Damian Walker-Naylor,2026-12-15,2024-12-15 00:00:00,2024-12-15 00:00:00
ffe566b0-34eb-4c3a-a2a1-2af427c1f36a,b848312f-6fc6-4205-823e-6b64db845e7d,535-257-4542,Receive Health Newsletters,False,2024-10-06,Lauren Pugh,2026-10-06,2024-10-06 00:00:00,2024-10-06 00:00:00
b8f5f721-ef76-4422-b1b7-853c67d14c76,bbc85f99-73e5-4c04-a752-def71cd3efe1,528-422-6861,Data Processing for Medical Care,False,2025-03-02,Mr Gerald Jones,2027-03-02,2025-03-02 00:00:00,2025-03-02 00:00:00
c1e504db-4b4c-4057-b198-1aa5f6f98175,bbc85f99-73e5-4c04-a752-def71cd3efe1,528-422-6861,Share Data with Other NHS Trusts,False,2024-08-12,Mrs Kayleigh Hill,2026-08-12,2024-08-12 00:00:00,2024-08-12 00:00:00
98df49bd-a0b7-48bf-b54a-53baa6255d5c,bbc85f99-73e5-4c04-a752-def71cd3efe1,528-422-6861,Research Use of Anonymized Data,False,2024-05-24,Julian Craig,2026-05-24,2024-05-24 00:00:00,2024-05-24 00:00:00
17d367d6-1eea-44d2-8f4f-2a18c6d556b4,bbc85f99-73e5-4c04-a752-def71cd3efe1,528-422-6861,Contact for Clinical Trials,False,2025-01-14,Terence Young,2027-01-14,2025-01-14 00:00:00,2025-01-14 00:00:00
af66b075-07fe-4ceb-8bea-e42a28ea1fd9,bbc85f99-73e5-4c04-a752-def71cd3efe1,528-422-6861,Receive Health Newsletters,False,2024-08-27,Gareth Jones,2026-08-27,2024-08-27 00:00:00,2024-08-27 00:00:00
259aa30f-c103-4c87-850b-e21a5aa8b0f7,a356986c-519c-42f0-9ba6-bd7e02da641a,555-624-6178,Data Processing for Medical Care,True,2025-01-28,John Winter,2027-01-28,2025-01-28 00:00:00,2025-01-28 00:00:00
41ff3d56-a6bd-4785-b564-c6f62fd0ff40,a356986c-519c-42f0-9ba6-bd7e02da641a,555-624-6178,Share Data with Other NHS Trusts,False,2025-01-04,Helen Pritchard,2027-01-04,2025-01-04 00:00:00,2025-01-04 00:00:00
6a1a1e14-c936-4765-9063-6741b8f66f0b,a356986c-519c-42f0-9ba6-bd7e02da641a,555-624-6178,Research Use of Anonymized Data,False,2024-05-06,Norman Allan,2026-05-06,2024-05-06 00:00:00,2024-05-06 00:00:00
1997afab-8473-471d-bd8d-863a097c17e9,a356986c-519c-42f0-9ba6-bd7e02da641a,555-624-6178,Contact for Clinical Trials,False,2025-03-03,Diane Griffiths-Williamson,2027-03-03,2025-03-03 00:00:00,2025-03-03 00:00:00
6b858fba-ecd9-43e5-84cc-dd2cf52edcba,a356986c-519c-42f0-9ba6-bd7e02da641a,555-624-6178,Receive Health Newsletters,True,2024-06-17,Mohammed Clark-Jackson,2026-06-17,2024-06-17 00:00:00,2024-06-17 00:00:00
62c2db19-ad5d-42e9-99ef-95f572ffad0d,f01ec28a-6a64-4dac-8b89-32f46c927de4,861-781-2105,Data Processing for Medical Care,True,2025-02-15,Philip West,2027-02-15,2025-02-15 00:00:00,2025-02-15 00:00:00
4ad32d38-bc06-477d-a80b-345cfc595a69,f01ec28a-6a64-4dac-8b89-32f46c927de4,861-781-2105,Share Data with Other NHS Trusts,True,2024-09-29,Mr Louis Smith,2026-09-29,2024-09-29 00:00:00,2024-09-29 00:00:00
d44c50b0-ea07-4a49-ab47-d9fa13196824,f01ec28a-6a64-4dac-8b89-32f46c927de4,861-781-2105,Research Use of Anonymized Data,True,2024-06-09,Jessica Burrows,2026-06-09,2024-06-09 00:00:00,2024-06-09 00:00:00
d48149e0-adda-45b9-a9df-0aed330ce936,f01ec28a-6a64-4dac-8b89-32f46c927de4,861-781-2105,Contact for Clinical Trials,True,2024-06-26,Aimee Holmes,2026-06-26,2024-06-26 00:00:00,2024-06-26 00:00:00
a1787601-6110-42a6-8d04-d6c759ce161b,f01ec28a-6a64-4dac-8b89-32f46c927de4,861-781-2105,Receive Health Newsletters,True,2024-10-25,Donna Gallagher-Henderson,2026-10-25,2024-10-25 00:00:00,2024-10-25 00:00:00
f667225b-cf10-401e-b5ce-a4ad065a4d8a,7c31e23d-eae7-4885-a5cd-48145bbb6169,449-700-1006,Data Processing for Medical Care,True,2024-10-09,Billy Hope-Allen,2026-10-09,2024-10-09 00:00:00,2024-10-09 00:00:00
faa54fd1-2ca0-4616-bcdd-f844e36761b6,7c31e23d-eae7-4885-a5cd-48145bbb6169,449-700-1006,Share Data with Other NHS Trusts,False,2025-03-27,Natasha Carr,2027-03-27,2025-03-27 00:00:00,2025-03-27 00:00:00
61ad9c7c-dcef-4399-b8de-3e414f5dfe09,7c31e23d-eae7-4885-a5cd-48145bbb6169,449-700-1006,Research Use of Anonymized Data,True,2024-12-10,Hazel White,2026-12-10,2024-12-10 00:00:00,2024-12-10 00:00:00
27477a7a-450b-46a8-b0a8-a6db1875d74b,7c31e23d-eae7-4885-a5cd-48145bbb6169,449-700-1006,Contact for Clinical Trials,False,2025-03-13,Josh Fry,2027-03-13,2025-03-13 00:00:00,2025-03-13 00:00:00
ff66660a-45bb-4a88-bb21-1ad89e5d81cf,7c31e23d-eae7-4885-a5cd-48145bbb6169,449-700-1006,Receive Health Newsletters,True,2024-10-16,Frances Jackson,2026-10-16,2024-10-16 00:00:00,2024-10-16 00:00:00
e8745c04-4bae-462c-92bd-5cdc2a6090aa,b6e682e9-d7dd-4cd9-bb7d-1bc2b2e34b8c,768-737-9557,Data Processing for Medical Care,True,2025-03-08,Janice Rogers,2027-03-08,2025-03-08 00:00:00,2025-03-08 00:00:00
574fe9e3-861c-4bf2-b04f-c87e2a1e90d3,b6e682e9-d7dd-4cd9-bb7d-1bc2b2e34b8c,768-737-9557,Share Data with Other NHS Trusts,True,2024-07-21,Mr Stephen Middleton,2026-07-21,2024-07-21 00:00:00,2024-07-21 00:00:00
7181f0ac-47f1-4375-8229-69e5bf78bed0,b6e682e9-d7dd-4cd9-bb7d-1bc2b2e34b8c,768-737-9557,Research Use of Anonymized Data,True,2024-08-12,Rosemary Ward,2026-08-12,2024-08-12 00:00:00,2024-08-12 00:00:00
764259f3-0d2e-4ddf-af8d-87cdc31c708b,b6e682e9-d7dd-4cd9-bb7d-1bc2b2e34b8c,768-737-9557,Contact for Clinical Trials,False,2024-05-25,Marc Davies,2026-05-25,2024-05-25 00:00:00,2024-05-25 00:00:00
9b515fbc-6b38-41fb-a0d2-c30aad608346,b6e682e9-d7dd-4cd9-bb7d-1bc2b2e34b8c,768-737-9557,Receive Health Newsletters,False,2025-04-14,Samuel Elliott,2027-04-14,2025-04-14 00:00:00,2025-04-14 00:00:00
9c8cb0d9-fb2c-4dca-8d70-ebc5639fcc80,5d5e7599-629e-44be-8916-84fec20ce08a,914-797-5746,Data Processing for Medical Care,True,2024-06-13,Susan Singh,2026-06-13,2024-06-13 00:00:00,2024-06-13 00:00:00
01f32332-d1b5-491d-b9ef-13c879aa1cb0,5d5e7599-629e-44be-8916-84fec20ce08a,914-797-5746,Share Data with Other NHS Trusts,True,2025-04-02,Aimee Nash,2027-04-02,2025-04-02 00:00:00,2025-04-02 00:00:00
081a85a7-ce57-42e8-8019-edf06c91ed0c,5d5e7599-629e-44be-8916-84fec20ce08a,914-797-5746,Research Use of Anonymized Data,True,2025-01-04,Russell Smith,2027-01-04,2025-01-04 00:00:00,2025-01-04 00:00:00
fda9a59f-374f-406a-a5e4-932cc6937cfb,5d5e7599-629e-44be-8916-84fec20ce08a,914-797-5746,Contact for Clinical Trials,False,2025-02-24,Mr Stanley Hunt,2027-02-24,2025-02-24 00:00:00,2025-02-24 00:00:00
e3010e64-7685-4a99-bd82-b38e0914fe66,5d5e7599-629e-44be-8916-84fec20ce08a,914-797-5746,Receive Health Newsletters,False,2024-10-30,Alexander Thomas-Turner,2026-10-30,2024-10-30 00:00:00,2024-10-30 00:00:00
d4c2a701-2552-4a97-934b-124c167918cb,a9277a0e-6f47-4b1c-b8fa-5e65a80beef3,517-124-6387,Data Processing for Medical Care,True,2024-05-25,Jane Dean,2026-05-25,2024-05-25 00:00:00,2024-05-25 00:00:00
11ccfc87-d0ce-4705-95d1-5b97ad443a2e,a9277a0e-6f47-4b1c-b8fa-5e65a80beef3,517-124-6387,Share Data with Other NHS Trusts,True,2024-07-14,Miss Shirley Bennett,2026-07-14,2024-07-14 00:00:00,2024-07-14 00:00:00
89e80b82-3029-49e0-a591-7c71928f552f,a9277a0e-6f47-4b1c-b8fa-5e65a80beef3,517-124-6387,Research Use of Anonymized Data,True,2024-11-30,Nigel Tucker,2026-11-30,2024-11-30 00:00:00,2024-11-30 00:00:00
4150ef96-4221-40a9-845f-7e1dabb2973d,a9277a0e-6f47-4b1c-b8fa-5e65a80beef3,517-124-6387,Contact for Clinical Trials,False,2025-01-17,Mrs Kirsty Begum,2027-01-17,2025-01-17 00:00:00,2025-01-17 00:00:00
d83cb7e2-aa8b-4ac1-bc12-6ade323aa1d4,a9277a0e-6f47-4b1c-b8fa-5e65a80beef3,517-124-6387,Receive Health Newsletters,False,2024-06-14,Leanne Murray,2026-06-14,2024-06-14 00:00:00,2024-06-14 00:00:00
62870edb-67ab-45e5-aabb-ffa0b763ae13,ecc6fe52-9d8a-4d71-b891-9618978d4b29,905-314-9993,Data Processing for Medical Care,True,2024-11-27,Christian Osborne,2026-11-27,2024-11-27 00:00:00,2024-11-27 00:00:00
5c9cd30d-2641-4fe0-8269-f86bf5c29345,ecc6fe52-9d8a-4d71-b891-9618978d4b29,905-314-9993,Share Data with Other NHS Trusts,False,2024-05-14,Frances Campbell-Watkins,2026-05-14,2024-05-14 00:00:00,2024-05-14 00:00:00
c5bd0067-652f-41ea-9ffb-fe45448bbd96,ecc6fe52-9d8a-4d71-b891-9618978d4b29,905-314-9993,Research Use of Anonymized Data,False,2024-11-10,Paul Stevens-Ali,2026-11-10,2024-11-10 00:00:00,2024-11-10 00:00:00
c55252fa-cfe5-4e63-a298-d00f138161c5,ecc6fe52-9d8a-4d71-b891-9618978d4b29,905-314-9993,Contact for Clinical Trials,False,2025-01-31,Elliot Roberts,2027-01-31,2025-01-31 00:00:00,2025-01-31 00:00:00
d02fb164-2f42-4c1b-aa01-d3bcf92aa092,ecc6fe52-9d8a-4d71-b891-9618978d4b29,905-314-9993,Receive Health Newsletters,True,2025-01-19,Dr Deborah Hawkins,2027-01-19,2025-01-19 00:00:00,2025-01-19 00:00:00
0fe05338-f17b-4689-8dfa-395884fa6088,dd1a2ec2-bd8e-43f5-9356-326b35f5cc1d,543-167-8189,Data Processing for Medical Care,True,2025-04-15,Mr David Kemp,2027-04-15,2025-04-15 00:00:00,2025-04-15 00:00:00
ce5b4d51-a78d-4685-9bac-7f48b972bc40,dd1a2ec2-bd8e-43f5-9356-326b35f5cc1d,543-167-8189,Share Data with Other NHS Trusts,True,2024-11-26,Mr Jason Hamilton,2026-11-26,2024-11-26 00:00:00,2024-11-26 00:00:00
dc6b6cf6-71a4-404f-a2aa-e5e78abb2f78,dd1a2ec2-bd8e-43f5-9356-326b35f5cc1d,543-167-8189,Research Use of Anonymized Data,True,2025-04-26,Miss Jennifer Baker,2027-04-26,2025-04-26 00:00:00,2025-04-26 00:00:00
b8861ffa-6a2a-4008-ba00-89dda01c00a8,dd1a2ec2-bd8e-43f5-9356-326b35f5cc1d,543-167-8189,Contact for Clinical Trials,False,2024-09-23,Mr David Smith,2026-09-23,2024-09-23 00:00:00,2024-09-23 00:00:00
0b67b831-02b6-4685-8976-ccd7e23ed5e5,dd1a2ec2-bd8e-43f5-9356-326b35f5cc1d,543-167-8189,Receive Health Newsletters,False,2024-10-23,Vanessa Jones,2026-10-23,2024-10-23 00:00:00,2024-10-23 00:00:00
b59f5ab0-b2aa-4c00-a6e1-31e4b6d2923d,daa07bca-a109-40ed-b2c2-b5b9f67d2cc4,732-869-8669,Data Processing for Medical Care,False,2025-03-30,Zoe Day,2027-03-30,2025-03-30 00:00:00,2025-03-30 00:00:00
7313aea0-007b-42f3-bc0c-fbb9bc328683,daa07bca-a109-40ed-b2c2-b5b9f67d2cc4,732-869-8669,Share Data with Other NHS Trusts,False,2024-10-27,Mr Kenneth Roberts,2026-10-27,2024-10-27 00:00:00,2024-10-27 00:00:00
7af76371-13dc-4d5c-b787-b4e195c0adde,daa07bca-a109-40ed-b2c2-b5b9f67d2cc4,732-869-8669,Research Use of Anonymized Data,False,2024-12-12,Mrs Leanne Sharp,2026-12-12,2024-12-12 00:00:00,2024-12-12 00:00:00
64815257-3d87-4aec-be4c-b5d69fad3875,daa07bca-a109-40ed-b2c2-b5b9f67d2cc4,732-869-8669,Contact for Clinical Trials,False,2024-05-24,Ronald Clarke,2026-05-24,2024-05-24 00:00:00,2024-05-24 00:00:00
52458df8-fed7-4aa3-acc0-122965ee2e51,daa07bca-a109-40ed-b2c2-b5b9f67d2cc4,732-869-8669,Receive Health Newsletters,False,2025-02-25,Dean Randall,2027-02-25,2025-02-25 00:00:00,2025-02-25 00:00:00
4843aebe-1ba4-4675-8939-941c4914219f,afda391c-d993-452b-bd3e-6c679d4c5b80,713-442-6088,Data Processing for Medical Care,True,2024-08-08,Dr Garry Wright,2026-08-08,2024-08-08 00:00:00,2024-08-08 00:00:00
f09b2f09-7023-4d78-a1af-2f5683a5bbda,afda391c-d993-452b-bd3e-6c679d4c5b80,713-442-6088,Share Data with Other NHS Trusts,False,2024-08-29,Dale Robinson,2026-08-29,2024-08-29 00:00:00,2024-08-29 00:00:00
88357c78-f800-418f-b506-f1cb47f2f434,afda391c-d993-452b-bd3e-6c679d4c5b80,713-442-6088,Research Use of Anonymized Data,True,2025-03-14,Zoe Walters,2027-03-14,2025-03-14 00:00:00,2025-03-14 00:00:00
d90fe815-01cb-4005-b91d-8ba4f9f77da5,afda391c-d993-452b-bd3e-6c679d4c5b80,713-442-6088,Contact for Clinical Trials,False,2024-07-15,Mr Hugh Slater,2026-07-15,2024-07-15 00:00:00,2024-07-15 00:00:00
8acfcf1d-6c92-4528-81a5-bc44980cd766,afda391c-d993-452b-bd3e-6c679d4c5b80,713-442-6088,Receive Health Newsletters,False,2025-04-22,Christine Miles,2027-04-22,2025-04-22 00:00:00,2025-04-22 00:00:00
4753b5fb-6d97-4cc6-af9b-2b512327407c,93ef1401-f512-4ea9-8cf0-796da79a94e5,566-793-2658,Data Processing for Medical Care,True,2025-03-02,Jacob Day-Davey,2027-03-02,2025-03-02 00:00:00,2025-03-02 00:00:00
55d67da6-c4d0-4d6b-9554-10da63b042f4,93ef1401-f512-4ea9-8cf0-796da79a94e5,566-793-2658,Share Data with Other NHS Trusts,True,2024-05-13,Michael Burns-Cox,2026-05-13,2024-05-13 00:00:00,2024-05-13 00:00:00
5f0aa689-17b3-48d8-8380-c33ec69b1874,93ef1401-f512-4ea9-8cf0-796da79a94e5,566-793-2658,Research Use of Anonymized Data,False,2025-01-19,Frances Wilson,2027-01-19,2025-01-19 00:00:00,2025-01-19 00:00:00
a1020707-a55a-4b47-b2c9-df6e0cf43f79,93ef1401-f512-4ea9-8cf0-796da79a94e5,566-793-2658,Contact for Clinical Trials,False,2025-04-18,Charlotte Nicholson,2027-04-18,2025-04-18 00:00:00,2025-04-18 00:00:00
3a451da5-c00f-42cc-be05-c6e09e504e66,93ef1401-f512-4ea9-8cf0-796da79a94e5,566-793-2658,Receive Health Newsletters,False,2024-06-08,Dr Gordon Burke,2026-06-08,2024-06-08 00:00:00,2024-06-08 00:00:00
401250b3-c953-4a67-a7fc-4ecefa603ddc,3fdab83c-9f70-4f03-b27b-e1b576d17d90,532-433-8349,Data Processing for Medical Care,True,2024-09-18,Joanna Collins,2026-09-18,2024-09-18 00:00:00,2024-09-18 00:00:00
a848e435-e909-4d32-935c-c825372cad8a,3fdab83c-9f70-4f03-b27b-e1b576d17d90,532-433-8349,Share Data with Other NHS Trusts,True,2024-12-25,Gillian Thomas,2026-12-25,2024-12-25 00:00:00,2024-12-25 00:00:00
09d6f2b7-e863-457d-a839-c9d98fb5f3b7,3fdab83c-9f70-4f03-b27b-e1b576d17d90,532-433-8349,Research Use of Anonymized Data,True,2024-08-24,Miss Anne Powell,2026-08-24,2024-08-24 00:00:00,2024-08-24 00:00:00
6af566ea-adf8-4c2b-a174-abf1bfe78d00,3fdab83c-9f70-4f03-b27b-e1b576d17d90,532-433-8349,Contact for Clinical Trials,False,2024-05-06,Brett John,2026-05-06,2024-05-06 00:00:00,2024-05-06 00:00:00
1f334b7f-83fb-4219-9a1f-e3b3d785c4d8,3fdab83c-9f70-4f03-b27b-e1b576d17d90,532-433-8349,Receive Health Newsletters,False,2024-06-16,Mr Douglas Davies,2026-06-16,2024-06-16 00:00:00,2024-06-16 00:00:00
d1b4cc04-7adf-4489-9120-24196c0137c7,80bfe1b5-ed64-47d7-b045-f8ccb4a68f29,471-844-7060,Data Processing for Medical Care,True,2024-12-17,Stewart Wyatt,2026-12-17,2024-12-17 00:00:00,2024-12-17 00:00:00
ddc7686b-1248-45cc-bf5a-20ff15ebe688,80bfe1b5-ed64-47d7-b045-f8ccb4a68f29,471-844-7060,Share Data with Other NHS Trusts,True,2024-11-28,Dr Leah Ali,2026-11-28,2024-11-28 00:00:00,2024-11-28 00:00:00
7ee90586-1011-4367-87ad-a563e23dd5b9,80bfe1b5-ed64-47d7-b045-f8ccb4a68f29,471-844-7060,Research Use of Anonymized Data,True,2025-03-28,Ben Edwards,2027-03-28,2025-03-28 00:00:00,2025-03-28 00:00:00
92ad0ba4-7782-4792-a164-14c69f3d4f86,80bfe1b5-ed64-47d7-b045-f8ccb4a68f29,471-844-7060,Contact for Clinical Trials,True,2024-09-25,Mr Terry Gill,2026-09-25,2024-09-25 00:00:00,2024-09-25 00:00:00
7f306f08-d24d-459f-bcfb-aeeec121f32b,80bfe1b5-ed64-47d7-b045-f8ccb4a68f29,471-844-7060,Receive Health Newsletters,True,2024-08-16,Natasha Daniels,2026-08-16,2024-08-16 00:00:00,2024-08-16 00:00:00
608b2a80-04bd-41fe-9c77-343e74dad95b,8b53fba5-75e8-4e1f-ad89-57d58d823ea7,701-460-3625,Data Processing for Medical Care,True,2025-03-28,Patrick Todd,2027-03-28,2025-03-28 00:00:00,2025-03-28 00:00:00
4428a135-5f14-423d-bd70-d10c24637259,8b53fba5-75e8-4e1f-ad89-57d58d823ea7,701-460-3625,Share Data with Other NHS Trusts,True,2024-06-26,Hugh Smith-Edwards,2026-06-26,2024-06-26 00:00:00,2024-06-26 00:00:00
d3f98978-2be2-41aa-a02c-72ed57fcd193,8b53fba5-75e8-4e1f-ad89-57d58d823ea7,701-460-3625,Research Use of Anonymized Data,True,2025-02-23,Janet Newton,2027-02-23,2025-02-23 00:00:00,2025-02-23 00:00:00
582af873-83ca-466b-adad-2c6a1059758b,8b53fba5-75e8-4e1f-ad89-57d58d823ea7,701-460-3625,Contact for Clinical Trials,False,2024-11-01,Diana North,2026-11-01,2024-11-01 00:00:00,2024-11-01 00:00:00
eba5c547-89be-469a-881f-31552272865b,8b53fba5-75e8-4e1f-ad89-57d58d823ea7,701-460-3625,Receive Health Newsletters,False,2024-11-25,Darren Cooper,2026-11-25,2024-11-25 00:00:00,2024-11-25 00:00:00
6862837f-a508-4895-a2d4-364052367d1f,1ca4e515-f9fa-4934-af6d-004fbbdf6ca5,944-234-4113,Data Processing for Medical Care,True,2024-09-03,Ashleigh Yates,2026-09-03,2024-09-03 00:00:00,2024-09-03 00:00:00
f38e41a1-c772-49c0-b7f1-8439e73e16be,1ca4e515-f9fa-4934-af6d-004fbbdf6ca5,944-234-4113,Share Data with Other NHS Trusts,False,2025-04-19,Dr Julian West,2027-04-19,2025-04-19 00:00:00,2025-04-19 00:00:00
723a4546-76e8-4e3a-b62a-edfadd35699b,1ca4e515-f9fa-4934-af6d-004fbbdf6ca5,944-234-4113,Research Use of Anonymized Data,True,2024-08-05,Miss Jacqueline Cox,2026-08-05,2024-08-05 00:00:00,2024-08-05 00:00:00
71dad57f-9b8f-4d7b-98e8-2e95cf675088,1ca4e515-f9fa-4934-af6d-004fbbdf6ca5,944-234-4113,Contact for Clinical Trials,False,2025-01-02,Dr Victor Joyce,2027-01-02,2025-01-02 00:00:00,2025-01-02 00:00:00
c78f6086-7233-41c5-88a2-5e6c24100688,1ca4e515-f9fa-4934-af6d-004fbbdf6ca5,944-234-4113,Receive Health Newsletters,False,2024-06-06,Mrs Katherine Pearce,2026-06-06,2024-06-06 00:00:00,2024-06-06 00:00:00
b911c6e6-0330-4204-966b-8267775814ba,16230566-bd53-4eb3-af8f-5ef5fa0df7b5,956-158-5977,Data Processing for Medical Care,True,2025-04-22,Miss Joanne Lawson,2027-04-22,2025-04-22 00:00:00,2025-04-22 00:00:00
5aabaa86-b4e9-4315-a97c-751a5dc71623,16230566-bd53-4eb3-af8f-5ef5fa0df7b5,956-158-5977,Share Data with Other NHS Trusts,True,2025-02-23,Elliot Collins,2027-02-23,2025-02-23 00:00:00,2025-02-23 00:00:00
